shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
70074,43.422694,-80.440720,500010
70074,43.422748,-80.440900,500011
70074,43.422937,-80.441145,500012
70074,43.423093,-80.441332,500013
70075,43.472736,-80.541202,10001
70075,43.472720,-80.541189,10002
70075,43.472268,-80.540590,10003
70075,43.471475,-80.539427,10004
70075,43.470995,-80.538622,10005
70075,43.470855,-80.538487,10006
70075,43.470544,-80.538419,10007
70075,43.470292,-80.538559,10008
70075,43.469632,-80.539010,10009
70075,43.469408,-80.539340,10010
70075,43.469365,-80.539389,10011
70075,43.469365,-80.539389,20001
70075,43.469135,-80.539651,20002
70075,43.468983,-80.539893,20003
70075,43.468714,-80.539108,20004
70075,43.469143,-80.538841,20005
70075,43.470289,-80.538271,20006
70075,43.470892,-80.537954,20007
70075,43.471144,-80.537764,20008
70075,43.471477,-80.537406,20009
70075,43.471703,-80.537097,20010
70075,43.471812,-80.536893,20011
70075,43.471904,-80.536680,20012
70075,43.472059,-80.536277,20013
70075,43.472234,-80.535775,20014
70075,43.472234,-80.535775,30001
70075,43.472861,-80.533976,30002
70075,43.473234,-80.532965,30003
70075,43.473234,-80.532965,40001
70075,43.473287,-80.532822,40002
70075,43.473725,-80.531666,40003
70075,43.474113,-80.530606,40004
70075,43.474203,-80.530363,40005
70075,43.474203,-80.530363,50001
70075,43.474568,-80.529382,50002
70075,43.475066,-80.528018,50003
70075,43.475228,-80.527576,50004
70075,43.475228,-80.527576,60001
70075,43.475378,-80.527166,60002
70075,43.475785,-80.526027,60003
70075,43.476168,-80.524943,60004
70075,43.475496,-80.524821,60005
70075,43.475472,-80.524816,60006
70075,43.475472,-80.524816,70001
70075,43.474132,-80.524526,70002
70075,43.473543,-80.524416,70003
70075,43.473184,-80.524328,70004
70075,43.472520,-80.524194,70005
70075,43.472328,-80.524156,70006
70075,43.472328,-80.524156,80001
70075,43.472247,-80.524139,80002
70075,43.471918,-80.524066,80003
70075,43.471322,-80.523932,80004
70075,43.470126,-80.523685,80005
70075,43.470254,-80.522659,80006
70075,43.470254,-80.522659,90001
70075,43.470276,-80.522488,90002
70075,43.469455,-80.522272,90003
70075,43.468635,-80.522059,90004
70075,43.467798,-80.521852,90005
70075,43.467571,-80.521791,90006
70075,43.467571,-80.521791,100001
70075,43.467002,-80.521637,100002
70075,43.466164,-80.521422,100003
70075,43.465752,-80.521310,100004
70075,43.465752,-80.521310,110001
70075,43.465352,-80.521199,110002
70075,43.464463,-80.520941,110003
70075,43.464283,-80.520879,110004
70075,43.463951,-80.520788,110005
70075,43.463951,-80.520788,120001
70075,43.463841,-80.520758,120002
70075,43.463797,-80.520737,120003
70075,43.462537,-80.520425,120004
70075,43.462128,-80.520893,120005
70075,43.461678,-80.521391,120006
70075,43.461322,-80.521778,120007
70075,43.461005,-80.522113,120008
70075,43.461005,-80.522113,130001
70075,43.460893,-80.522232,130002
70075,43.460342,-80.522810,130003
70075,43.460196,-80.522959,130004
70075,43.460014,-80.522621,130005
70075,43.459714,-80.522127,130006
70075,43.459620,-80.521967,130007
70075,43.459620,-80.521967,140001
70075,43.458851,-80.520663,140002
70075,43.458733,-80.520460,140003
70075,43.458733,-80.520460,150001
70075,43.457949,-80.519119,150002
70075,43.457352,-80.518104,150003
70075,43.457221,-80.517828,150004
70075,43.457179,-80.517734,150005
70075,43.457017,-80.517296,150006
70075,43.456787,-80.516552,150007
70075,43.456461,-80.515546,150008
70075,43.456461,-80.515546,160001
70075,43.456383,-80.515308,160002
70075,43.456048,-80.514283,160003
70075,43.455808,-80.513551,160004
70075,43.455808,-80.513551,170001
70075,43.455645,-80.513056,170002
70075,43.455351,-80.512156,170003
70075,43.455255,-80.511916,170004
70075,43.454994,-80.511451,170005
70075,43.454747,-80.511029,170006
70075,43.454747,-80.511029,180001
70075,43.454688,-80.510928,180002
70075,43.454236,-80.510325,180003
70075,43.453960,-80.510003,180004
70075,43.453185,-80.508997,180005
70075,43.452454,-80.508073,180006
70075,43.452244,-80.507822,180007
70075,43.452244,-80.507822,190001
70075,43.452133,-80.507690,190002
70075,43.451684,-80.507122,190003
70075,43.450748,-80.505965,190004
70075,43.449806,-80.504776,190005
70075,43.449619,-80.504539,190006
70075,43.449619,-80.504539,200001
70075,43.449433,-80.504304,200002
70075,43.449248,-80.504007,200003
70075,43.448677,-80.503029,200004
70075,43.448382,-80.502537,200005
70075,43.448904,-80.501975,200006
70075,43.449325,-80.501498,200007
70075,43.449325,-80.501498,210001
70075,43.449388,-80.501427,210002
70075,43.449506,-80.501300,210003
70075,43.450238,-80.500495,210004
70075,43.450430,-80.500270,210005
70075,43.450931,-80.499727,210006
70075,43.450931,-80.499727,220001
70075,43.450994,-80.499659,220002
70075,43.451104,-80.499509,220003
70075,43.451801,-80.498808,220004
70075,43.451890,-80.498701,220005
70075,43.451976,-80.498613,220006
70075,43.452345,-80.498406,220007
70075,43.452857,-80.498150,220008
70075,43.452674,-80.497584,220009
70075,43.452674,-80.497584,230001
70075,43.452467,-80.496947,230002
70075,43.452289,-80.496333,230003
70075,43.451779,-80.494729,230004
70075,43.451779,-80.494729,240001
70075,43.451722,-80.494548,240002
70075,43.451371,-80.493452,240003
70075,43.451192,-80.492886,240004
70075,43.451192,-80.492886,250001
70075,43.451085,-80.492546,250002
70075,43.450581,-80.492810,250003
70075,43.450065,-80.493068,250004
70075,43.449804,-80.493206,250005
70075,43.449742,-80.493237,250006
70075,43.449298,-80.492150,250007
70075,43.449298,-80.492150,260001
70075,43.449018,-80.491463,260002
70075,43.449073,-80.491416,260003
70075,43.449448,-80.491110,260004
70075,43.449863,-80.490766,260005
70075,43.450315,-80.490398,260006
70075,43.449901,-80.489364,260007
70075,43.449901,-80.489364,270001
70075,43.449805,-80.489126,270002
70075,43.449240,-80.487814,270003
70075,43.449240,-80.487814,280001
70075,43.449176,-80.487665,280002
70075,43.448511,-80.486098,280003
70075,43.448234,-80.485446,280004
70075,43.448234,-80.485446,290001
70075,43.447840,-80.484523,290002
70075,43.447382,-80.483547,290003
70075,43.447382,-80.483547,300001
70075,43.447329,-80.483432,300002
70075,43.446695,-80.482118,300003
70075,43.446115,-80.480893,300004
70075,43.446115,-80.480893,310001
70075,43.446076,-80.480809,310002
70075,43.445616,-80.479855,310003
70075,43.445239,-80.479070,310004
70075,43.445239,-80.479070,320001
70075,43.445164,-80.478916,320002
70075,43.444730,-80.477989,320003
70075,43.444341,-80.477183,320004
70075,43.444341,-80.477183,330001
70075,43.444292,-80.477080,330002
70075,43.443924,-80.476290,330003
70075,43.443258,-80.474774,330004
70075,43.442871,-80.473885,330005
70075,43.442871,-80.473885,340001
70075,43.442825,-80.473779,340002
70075,43.442336,-80.472683,340003
70075,43.442040,-80.472015,340004
70075,43.441899,-80.471667,340005
70075,43.442037,-80.471503,340006
70075,43.442203,-80.471181,340007
70075,43.442367,-80.470847,340008
70075,43.442367,-80.470847,350001
70075,43.442503,-80.470572,350002
70075,43.443303,-80.468913,350003
70075,43.443796,-80.467901,350004
70075,43.443994,-80.467521,350005
70075,43.444109,-80.467248,350006
70075,43.443598,-80.466729,350007
70075,43.443238,-80.466329,350008
70075,43.442333,-80.465325,350009
70075,43.441578,-80.464497,350010
70075,43.441075,-80.463954,350011
70075,43.441075,-80.463954,360001
70075,43.440862,-80.463724,360002
70075,43.440265,-80.463076,360003
70075,43.440265,-80.463076,370001
70075,43.440148,-80.462947,370002
70075,43.439832,-80.462594,370003
70075,43.439708,-80.462427,370004
70075,43.439536,-80.462112,370005
70075,43.439316,-80.461605,370006
70075,43.439094,-80.461028,370007
70075,43.438965,-80.460665,370008
70075,43.438965,-80.460665,380001
70075,43.438270,-80.458719,380002
70075,43.438180,-80.458414,380003
70075,43.437712,-80.458642,380004
70075,43.437712,-80.458642,390001
70075,43.437450,-80.458769,390002
70075,43.436926,-80.458885,390003
70075,43.435746,-80.459126,390004
70075,43.434619,-80.459342,390005
70075,43.434437,-80.458778,390006
70075,43.434437,-80.458778,400001
70075,43.433925,-80.457185,400002
70075,43.433931,-80.457091,400003
70075,43.433998,-80.456994,400004
70075,43.434569,-80.456654,400005
70075,43.434569,-80.456654,410001
70075,43.435064,-80.456358,410002
70075,43.435226,-80.456208,410003
70075,43.435359,-80.455915,410004
70075,43.435392,-80.455711,410005
70075,43.435374,-80.455434,410006
70075,43.435258,-80.454882,410007
70075,43.434949,-80.453713,410008
70075,43.434592,-80.452574,410009
70075,43.434256,-80.451424,410010
70075,43.433867,-80.451653,410011
70075,43.433867,-80.451653,420001
70075,43.433607,-80.451807,420002
70075,43.432571,-80.452440,420003
70075,43.430961,-80.453397,420004
70075,43.430961,-80.453397,430001
70075,43.430832,-80.453474,430002
70075,43.430613,-80.452778,430003
70075,43.430613,-80.452778,440001
70075,43.430402,-80.452107,440002
70075,43.430030,-80.450970,440003
70075,43.429917,-80.450607,440004
70075,43.429917,-80.450607,450001
70075,43.429675,-80.449829,450002
70075,43.429309,-80.448687,450003
70075,43.428984,-80.447661,450004
70075,43.428655,-80.446635,450005
70075,43.428565,-80.446352,450006
70075,43.428565,-80.446352,460001
70075,43.428340,-80.445647,460002
70075,43.428051,-80.444730,460003
70075,43.427809,-80.444867,460004
70075,43.427809,-80.444867,470001
70075,43.427254,-80.445181,470002
70075,43.425781,-80.445993,470003
70075,43.425623,-80.445454,470004
70075,43.425623,-80.445454,480001
70075,43.425468,-80.444928,480002
70075,43.425345,-80.444350,480003
70075,43.425203,-80.442997,480004
70075,43.425107,-80.442521,480005
70075,43.425036,-80.442295,480006
70075,43.424850,-80.441873,480007
70075,43.424561,-80.441401,480008
70075,43.424561,-80.441401,490001
70075,43.424427,-80.441183,490002
70075,43.423750,-80.441969,490003
70075,43.423503,-80.441554,490004
70075,43.423152,-80.441115,490005
70076,43.442081,-80.472108,10001
70076,43.442336,-80.472683,10002
70076,43.442722,-80.473548,10003
70076,43.442722,-80.473548,20001
70076,43.442825,-80.473779,20002
70076,43.443258,-80.474774,20003
70076,43.443924,-80.476290,20004
70076,43.444147,-80.476767,20005
70076,43.444147,-80.476767,30001
70076,43.444292,-80.477080,30002
70076,43.444730,-80.477989,30003
70076,43.445121,-80.478823,30004
70076,43.445121,-80.478823,40001
70076,43.445164,-80.478916,40002
70076,43.445616,-80.479855,40003
70076,43.446016,-80.480686,40004
70076,43.446016,-80.480686,50001
70076,43.446076,-80.480809,50002
70076,43.446695,-80.482118,50003
70076,43.447329,-80.483432,50004
70076,43.447411,-80.483608,50005
70076,43.447411,-80.483608,60001
70076,43.447840,-80.484523,60002
70076,43.448511,-80.486098,60003
70076,43.449071,-80.487419,60004
70076,43.449071,-80.487419,70001
70076,43.449176,-80.487665,70002
70076,43.449645,-80.488754,70003
70076,43.449645,-80.488754,80001
70076,43.449805,-80.489126,80002
70076,43.450315,-80.490398,80003
70076,43.450400,-80.490630,80004
70076,43.450400,-80.490630,90001
70076,43.450792,-80.491702,90002
70076,43.450971,-80.492173,90003
70076,43.451085,-80.492546,90004
70076,43.450581,-80.492810,90005
70076,43.450065,-80.493068,90006
70076,43.449804,-80.493206,90007
70076,43.449742,-80.493237,90008
70076,43.449618,-80.493300,90009
70076,43.449546,-80.493338,90010
70076,43.449444,-80.493389,90011
70076,43.449298,-80.493445,90012
70076,43.449218,-80.493452,90013
70076,43.449207,-80.493324,90014
70076,43.449191,-80.493216,90015
70076,43.449156,-80.493026,90016
70076,43.449111,-80.492904,90017
70076,43.448716,-80.492259,90018
70076,43.448504,-80.491893,90019
70076,43.448736,-80.491699,90020
70076,43.448858,-80.491600,90021
70076,43.448908,-80.491556,90022
70076,43.449231,-80.492348,90023
70076,43.449231,-80.492348,100001
70076,43.449618,-80.493300,100002
70076,43.449742,-80.493237,100003
70076,43.449804,-80.493206,100004
70076,43.450065,-80.493068,100005
70076,43.450604,-80.494761,100006
70076,43.450719,-80.495095,100007
70076,43.450808,-80.495368,100008
70076,43.450808,-80.495368,110001
70076,43.451316,-80.496928,110002
70076,43.451890,-80.498701,110003
70076,43.451801,-80.498808,110004
70076,43.451104,-80.499509,110005
70076,43.450994,-80.499659,110006
70076,43.450506,-80.500188,110007
70076,43.450506,-80.500188,120001
70076,43.450430,-80.500270,120002
70076,43.450238,-80.500495,120003
70076,43.449506,-80.501300,120004
70076,43.449464,-80.501346,120005
70076,43.449464,-80.501346,130001
70076,43.449388,-80.501427,130002
70076,43.448904,-80.501975,130003
70076,43.448382,-80.502537,130004
70076,43.448677,-80.503029,130005
70076,43.449248,-80.504007,130006
70076,43.449433,-80.504304,130007
70076,43.449806,-80.504776,130008
70076,43.449873,-80.504860,130009
70076,43.449873,-80.504860,140001
70076,43.450748,-80.505965,140002
70076,43.451684,-80.507122,140003
70076,43.451978,-80.507494,140004
70076,43.451978,-80.507494,150001
70076,43.452133,-80.507690,150002
70076,43.452454,-80.508073,150003
70076,43.453185,-80.508997,150004
70076,43.453960,-80.510003,150005
70076,43.454236,-80.510325,150006
70076,43.454636,-80.510859,150007
70076,43.454636,-80.510859,160001
70076,43.454688,-80.510928,160002
70076,43.454994,-80.511451,160003
70076,43.455255,-80.511916,160004
70076,43.455351,-80.512156,160005
70076,43.455645,-80.513056,160006
70076,43.456048,-80.514283,160007
70076,43.456122,-80.514508,160008
70076,43.456122,-80.514508,170001
70076,43.456383,-80.515308,170002
70076,43.456725,-80.516360,170003
70076,43.456725,-80.516360,180001
70076,43.456787,-80.516552,180002
70076,43.457017,-80.517296,180003
70076,43.457179,-80.517734,180004
70076,43.457221,-80.517828,180005
70076,43.457352,-80.518104,180006
70076,43.457949,-80.519119,180007
70076,43.458774,-80.520531,180008
70076,43.458774,-80.520531,190001
70076,43.458851,-80.520663,190002
70076,43.459714,-80.522127,190003
70076,43.460014,-80.522621,190004
70076,43.460196,-80.522959,190005
70076,43.460342,-80.522810,190006
70076,43.460893,-80.522232,190007
70076,43.461130,-80.521981,190008
70076,43.461130,-80.521981,200001
70076,43.461322,-80.521778,200002
70076,43.461678,-80.521391,200003
70076,43.462128,-80.520893,200004
70076,43.462537,-80.520425,200005
70076,43.463797,-80.520737,200006
70076,43.463841,-80.520758,200007
70076,43.463950,-80.520788,200008
70076,43.463950,-80.520788,210001
70076,43.464283,-80.520879,210002
70076,43.464463,-80.520941,210003
70076,43.465352,-80.521199,210004
70076,43.466081,-80.521400,210005
70076,43.466081,-80.521400,220001
70076,43.466164,-80.521422,220002
70076,43.467002,-80.521637,220003
70076,43.467798,-80.521852,220004
70076,43.468520,-80.522031,220005
70076,43.468520,-80.522031,230001
70076,43.468635,-80.522059,230002
70076,43.469455,-80.522272,230003
70076,43.470276,-80.522488,230004
70076,43.470155,-80.523451,230005
70076,43.470155,-80.523451,240001
70076,43.470126,-80.523685,240002
70076,43.471322,-80.523932,240003
70076,43.471918,-80.524066,240004
70076,43.472247,-80.524139,240005
70076,43.472458,-80.524182,240006
70076,43.472458,-80.524182,250001
70076,43.472520,-80.524194,250002
70076,43.473184,-80.524328,250003
70076,43.473543,-80.524416,250004
70076,43.474132,-80.524526,250005
70076,43.475496,-80.524821,250006
70076,43.476052,-80.524922,250007
70076,43.476052,-80.524922,260001
70076,43.476168,-80.524943,260002
70076,43.476695,-80.525059,260003
70076,43.477712,-80.525263,260004
70076,43.477712,-80.525263,270001
70076,43.478104,-80.525342,270002
70076,43.478567,-80.525448,270003
70076,43.479933,-80.525733,270004
70076,43.480734,-80.525904,270005
70076,43.481271,-80.526006,270006
70076,43.481919,-80.526143,270007
70076,43.481604,-80.527016,270008
70076,43.481604,-80.527016,280001
70076,43.481446,-80.527451,280002
70076,43.480999,-80.528722,280003
70076,43.480660,-80.529666,280004
70076,43.480660,-80.529666,290001
70076,43.480011,-80.531480,290002
70076,43.480011,-80.531480,300001
70076,43.479924,-80.531722,300002
70076,43.478737,-80.535032,300003
70076,43.478737,-80.535032,310001
70076,43.478650,-80.535277,310002
70076,43.478239,-80.536395,310003
70076,43.477892,-80.537393,310004
70076,43.477892,-80.537393,320001
70076,43.477803,-80.537650,320002
70076,43.476979,-80.539930,320003
70076,43.476700,-80.540733,320004
70076,43.476700,-80.540733,330001
70076,43.476243,-80.542054,330002
70076,43.475455,-80.544343,330003
70076,43.475455,-80.544343,340001
70076,43.474758,-80.546366,340002
70076,43.474094,-80.545908,340003
70076,43.474240,-80.545483,340004
70076,43.474240,-80.545483,350001
70076,43.474798,-80.543855,350002
70076,43.474908,-80.543356,350003
70076,43.474844,-80.543064,350004
70076,43.474717,-80.542791,350005
70076,43.474531,-80.542586,350006
70076,43.473665,-80.542006,350007
70076,43.473580,-80.541938,350008
70076,43.473285,-80.541700,350009
70076,43.472736,-80.541202,350010
70077,43.442081,-80.472108,10001
70077,43.442336,-80.472683,10002
70077,43.442722,-80.473548,10003
70077,43.442722,-80.473548,20001
70077,43.442825,-80.473779,20002
70077,43.443258,-80.474774,20003
70077,43.443924,-80.476290,20004
70077,43.444147,-80.476767,20005
70077,43.444147,-80.476767,30001
70077,43.444292,-80.477080,30002
70077,43.444730,-80.477989,30003
70077,43.445121,-80.478823,30004
70077,43.445121,-80.478823,40001
70077,43.445164,-80.478916,40002
70077,43.445616,-80.479855,40003
70077,43.446016,-80.480686,40004
70077,43.446016,-80.480686,50001
70077,43.446076,-80.480809,50002
70077,43.446695,-80.482118,50003
70077,43.447329,-80.483432,50004
70077,43.447411,-80.483608,50005
70077,43.447411,-80.483608,60001
70077,43.447840,-80.484523,60002
70077,43.448511,-80.486098,60003
70077,43.449071,-80.487419,60004
70077,43.449071,-80.487419,70001
70077,43.449176,-80.487665,70002
70077,43.449645,-80.488754,70003
70077,43.449645,-80.488754,80001
70077,43.449805,-80.489126,80002
70077,43.450315,-80.490398,80003
70077,43.450400,-80.490630,80004
70077,43.450400,-80.490630,90001
70077,43.450792,-80.491702,90002
70077,43.450971,-80.492173,90003
70077,43.451085,-80.492546,90004
70077,43.450581,-80.492810,90005
70077,43.450065,-80.493068,90006
70077,43.449804,-80.493206,90007
70077,43.449742,-80.493237,90008
70077,43.449618,-80.493300,90009
70077,43.449546,-80.493338,90010
70077,43.449444,-80.493389,90011
70077,43.449298,-80.493445,90012
70077,43.449218,-80.493452,90013
70077,43.449207,-80.493324,90014
70077,43.449191,-80.493216,90015
70077,43.449156,-80.493026,90016
70077,43.449111,-80.492904,90017
70077,43.448716,-80.492259,90018
70077,43.448504,-80.491893,90019
70077,43.448736,-80.491699,90020
70077,43.448858,-80.491600,90021
70077,43.448908,-80.491556,90022
70077,43.449231,-80.492348,90023
70077,43.449231,-80.492348,100001
70077,43.449618,-80.493300,100002
70077,43.449742,-80.493237,100003
70077,43.449804,-80.493206,100004
70077,43.450065,-80.493068,100005
70077,43.450604,-80.494761,100006
70077,43.450719,-80.495095,100007
70077,43.450808,-80.495368,100008
70077,43.450808,-80.495368,110001
70077,43.451316,-80.496928,110002
70077,43.451890,-80.498701,110003
70077,43.451801,-80.498808,110004
70077,43.451104,-80.499509,110005
70077,43.450994,-80.499659,110006
70077,43.450506,-80.500188,110007
70077,43.450506,-80.500188,120001
70077,43.450430,-80.500270,120002
70077,43.450238,-80.500495,120003
70077,43.449506,-80.501300,120004
70077,43.449464,-80.501346,120005
70077,43.449464,-80.501346,130001
70077,43.449388,-80.501427,130002
70077,43.448904,-80.501975,130003
70077,43.448382,-80.502537,130004
70077,43.448677,-80.503029,130005
70077,43.449248,-80.504007,130006
70077,43.449433,-80.504304,130007
70077,43.449806,-80.504776,130008
70077,43.449873,-80.504860,130009
70077,43.449873,-80.504860,140001
70077,43.450748,-80.505965,140002
70077,43.451684,-80.507122,140003
70077,43.451978,-80.507494,140004
70077,43.451978,-80.507494,150001
70077,43.452133,-80.507690,150002
70077,43.452454,-80.508073,150003
70077,43.453185,-80.508997,150004
70077,43.453960,-80.510003,150005
70077,43.454236,-80.510325,150006
70077,43.454636,-80.510859,150007
70077,43.454636,-80.510859,160001
70077,43.454688,-80.510928,160002
70077,43.454994,-80.511451,160003
70077,43.455255,-80.511916,160004
70077,43.455351,-80.512156,160005
70077,43.455645,-80.513056,160006
70077,43.456048,-80.514283,160007
70077,43.456122,-80.514508,160008
70077,43.456122,-80.514508,170001
70077,43.456383,-80.515308,170002
70077,43.456725,-80.516360,170003
70077,43.456725,-80.516360,180001
70077,43.456787,-80.516552,180002
70077,43.457017,-80.517296,180003
70077,43.457179,-80.517734,180004
70077,43.457221,-80.517828,180005
70077,43.457352,-80.518104,180006
70077,43.457949,-80.519119,180007
70077,43.458774,-80.520531,180008
70077,43.458774,-80.520531,190001
70077,43.458851,-80.520663,190002
70077,43.459714,-80.522127,190003
70077,43.460014,-80.522621,190004
70077,43.460196,-80.522959,190005
70077,43.460342,-80.522810,190006
70077,43.460893,-80.522232,190007
70077,43.461130,-80.521981,190008
70077,43.461130,-80.521981,200001
70077,43.461322,-80.521778,200002
70077,43.461678,-80.521391,200003
70077,43.462128,-80.520893,200004
70077,43.462537,-80.520425,200005
70077,43.463797,-80.520737,200006
70077,43.463841,-80.520758,200007
70077,43.463950,-80.520788,200008
70077,43.463950,-80.520788,210001
70077,43.464283,-80.520879,210002
70077,43.464463,-80.520941,210003
70077,43.465352,-80.521199,210004
70077,43.466081,-80.521400,210005
70077,43.466081,-80.521400,220001
70077,43.466164,-80.521422,220002
70077,43.467002,-80.521637,220003
70077,43.467798,-80.521852,220004
70077,43.468520,-80.522031,220005
70077,43.468520,-80.522031,230001
70077,43.468635,-80.522059,230002
70077,43.469455,-80.522272,230003
70077,43.470276,-80.522488,230004
70077,43.470155,-80.523451,230005
70077,43.470155,-80.523451,240001
70077,43.470126,-80.523685,240002
70077,43.471322,-80.523932,240003
70077,43.471918,-80.524066,240004
70077,43.472247,-80.524139,240005
70077,43.472458,-80.524182,240006
70077,43.472458,-80.524182,250001
70077,43.472520,-80.524194,250002
70077,43.473184,-80.524328,250003
70077,43.473543,-80.524416,250004
70077,43.474132,-80.524526,250005
70077,43.475496,-80.524821,250006
70077,43.476052,-80.524922,250007
70077,43.476052,-80.524922,260001
70077,43.476168,-80.524943,260002
70077,43.476695,-80.525059,260003
70077,43.477712,-80.525263,260004
70077,43.477712,-80.525263,270001
70077,43.478104,-80.525342,270002
70077,43.478567,-80.525448,270003
70077,43.479933,-80.525733,270004
70077,43.480734,-80.525904,270005
70077,43.481271,-80.526006,270006
70077,43.481919,-80.526143,270007
70077,43.481604,-80.527016,270008
70077,43.481604,-80.527016,280001
70077,43.481446,-80.527451,280002
70077,43.480999,-80.528722,280003
70077,43.480660,-80.529666,280004
70077,43.480660,-80.529666,290001
70077,43.480011,-80.531480,290002
70077,43.480011,-80.531480,300001
70077,43.479924,-80.531722,300002
70077,43.478737,-80.535032,300003
70077,43.478737,-80.535032,310001
70077,43.478650,-80.535277,310002
70077,43.478239,-80.536395,310003
70077,43.477892,-80.537393,310004
70077,43.477892,-80.537393,320001
70077,43.477803,-80.537650,320002
70077,43.476979,-80.539930,320003
70077,43.476700,-80.540733,320004
70077,43.476700,-80.540733,330001
70077,43.476243,-80.542054,330002
70077,43.475455,-80.544343,330003
70077,43.475455,-80.544343,340001
70077,43.474758,-80.546366,340002
70077,43.474094,-80.545908,340003
70077,43.474240,-80.545483,340004
70077,43.474240,-80.545483,350001
70077,43.474798,-80.543855,350002
70077,43.474908,-80.543356,350003
70077,43.474844,-80.543064,350004
70077,43.474717,-80.542791,350005
70077,43.474531,-80.542586,350006
70077,43.473665,-80.542006,350007
70077,43.473580,-80.541938,350008
70077,43.473285,-80.541700,350009
70077,43.472736,-80.541202,350010
70078,43.473963,-80.546260,10001
70078,43.474094,-80.545908,10002
70078,43.474758,-80.546366,10003
70078,43.475513,-80.544175,10004
70078,43.475513,-80.544175,20001
70078,43.476243,-80.542054,20002
70078,43.476870,-80.540242,20003
70078,43.476870,-80.540242,30001
70078,43.476979,-80.539930,30002
70078,43.477803,-80.537650,30003
70078,43.477919,-80.537315,30004
70078,43.477919,-80.537315,40001
70078,43.478239,-80.536395,40002
70078,43.478606,-80.535398,40003
70078,43.478606,-80.535398,50001
70078,43.478650,-80.535277,50002
70078,43.479924,-80.531722,50003
70078,43.480111,-80.531200,50004
70078,43.480111,-80.531200,60001
70078,43.480855,-80.529122,60002
70078,43.480855,-80.529122,70001
70078,43.480999,-80.528722,70002
70078,43.481446,-80.527451,70003
70078,43.481811,-80.526442,70004
70078,43.481811,-80.526442,80001
70078,43.481919,-80.526143,80002
70078,43.482071,-80.525716,80003
70078,43.482370,-80.524996,80004
70078,43.480928,-80.524693,80005
70078,43.480928,-80.524693,90001
70078,43.478950,-80.524278,90002
70078,43.478656,-80.524217,90003
70078,43.478656,-80.524217,100001
70078,43.478237,-80.524132,100002
70078,43.478122,-80.525184,100003
70078,43.478122,-80.525184,110001
70078,43.478104,-80.525342,110002
70078,43.476695,-80.525059,110003
70078,43.476355,-80.524983,110004
70078,43.476355,-80.524983,120001
70078,43.476168,-80.524943,120002
70078,43.475496,-80.524821,120003
70078,43.475472,-80.524816,120004
70078,43.475472,-80.524816,130001
70078,43.474132,-80.524526,130002
70078,43.473543,-80.524416,130003
70078,43.473184,-80.524328,130004
70078,43.472520,-80.524194,130005
70078,43.472328,-80.524156,130006
70078,43.472328,-80.524156,140001
70078,43.472247,-80.524139,140002
70078,43.471918,-80.524066,140003
70078,43.471322,-80.523932,140004
70078,43.470126,-80.523685,140005
70078,43.470254,-80.522659,140006
70078,43.470254,-80.522659,150001
70078,43.470276,-80.522488,150002
70078,43.469455,-80.522272,150003
70078,43.468635,-80.522059,150004
70078,43.467798,-80.521852,150005
70078,43.467571,-80.521791,150006
70078,43.467571,-80.521791,160001
70078,43.467002,-80.521637,160002
70078,43.466164,-80.521422,160003
70078,43.465752,-80.521310,160004
70078,43.465752,-80.521310,170001
70078,43.465352,-80.521199,170002
70078,43.464463,-80.520941,170003
70078,43.464283,-80.520879,170004
70078,43.463951,-80.520788,170005
70078,43.463951,-80.520788,180001
70078,43.463841,-80.520758,180002
70078,43.463797,-80.520737,180003
70078,43.462537,-80.520425,180004
70078,43.462128,-80.520893,180005
70078,43.461678,-80.521391,180006
70078,43.461322,-80.521778,180007
70078,43.461005,-80.522113,180008
70078,43.461005,-80.522113,190001
70078,43.460893,-80.522232,190002
70078,43.460342,-80.522810,190003
70078,43.460196,-80.522959,190004
70078,43.460014,-80.522621,190005
70078,43.459714,-80.522127,190006
70078,43.459620,-80.521967,190007
70078,43.459620,-80.521967,200001
70078,43.458851,-80.520663,200002
70078,43.458733,-80.520460,200003
70078,43.458733,-80.520460,210001
70078,43.457949,-80.519119,210002
70078,43.457352,-80.518104,210003
70078,43.457221,-80.517828,210004
70078,43.457179,-80.517734,210005
70078,43.457017,-80.517296,210006
70078,43.456787,-80.516552,210007
70078,43.456461,-80.515546,210008
70078,43.456461,-80.515546,220001
70078,43.456383,-80.515308,220002
70078,43.456048,-80.514283,220003
70078,43.455808,-80.513551,220004
70078,43.455808,-80.513551,230001
70078,43.455645,-80.513056,230002
70078,43.455351,-80.512156,230003
70078,43.455255,-80.511916,230004
70078,43.454994,-80.511451,230005
70078,43.454747,-80.511029,230006
70078,43.454747,-80.511029,240001
70078,43.454688,-80.510928,240002
70078,43.454236,-80.510325,240003
70078,43.453960,-80.510003,240004
70078,43.453185,-80.508997,240005
70078,43.452454,-80.508073,240006
70078,43.452244,-80.507822,240007
70078,43.452244,-80.507822,250001
70078,43.452133,-80.507690,250002
70078,43.451684,-80.507122,250003
70078,43.450748,-80.505965,250004
70078,43.449806,-80.504776,250005
70078,43.449619,-80.504539,250006
70078,43.449619,-80.504539,260001
70078,43.449433,-80.504304,260002
70078,43.449248,-80.504007,260003
70078,43.448677,-80.503029,260004
70078,43.448382,-80.502537,260005
70078,43.448904,-80.501975,260006
